avatar,country,countryCode,date,isVerified,position,productAsin,ratingScore,reviewDescription,reviewImages/0,reviewImages/1,reviewImages/2,reviewImages/3,reviewImages/4,reviewImages/5,reviewImages/6,reviewImages/7,reviewImages/8,reviewReaction,reviewTitle,reviewUrl,reviewedIn,username,variant
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-02-15,TRUE,5,B075RFPQVV,5,This ring was perfect except size. I would like size 7 in 3 carat. I am willing to pay the difference . I'm afraid I might lose the 7. 5 size.it is a beautiful ring and I love ❤️,,,,,,,,,,,Beautiful shiny ring. I love it.,https://www.amazon.com/gp/customer-reviews/RPPDN75TS5K2E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B075RFWDBD,"Reviewed in the United States on February 15, 2022",Kim,Metal Type: Yellow GoldRing Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-07-01,TRUE,6,B075RFPQVV,5,This product was absolutely gorgeous! A beautiful ring for about 1/3 of the price at a jewelry store. I appreciated the appraisal that was sent as well. The diamonds were clear and beautiful. I love how the diamonds shine in the yellow gold setting. This ring looks awesome by itself or next to my 1 carat solitaire ring as well. I was skeptical initially when ordering but will definitely order from you again.,,,,,,,,,,,Beautiful/stunning diamonds and a great value for the price.,https://www.amazon.com/gp/customer-reviews/R15FMKSUNGNOSW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B075RFWDBD,"Reviewed in the United States on July 1, 2020",Robert D. Schnur,Metal Type: Yellow GoldRing Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-01-30,TRUE,7,B075RFPQVV,4,"The product appears to be of good quality and pretty good craftsmanship. In regards to the craftsmanship, the roundness is just a little bit out of uniform, but overall it looks pretty good. The diamonds are pretty uniform in color and clarity is decent. The sparkle is not great but for the price it is appropriate.",,,,,,,,,,6 people found this helpful,"Good quality, great price",https://www.amazon.com/gp/customer-reviews/R1K1G5QSLIVTA2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B075RFWDBD,"Reviewed in the United States on January 30, 2020",anton mraz,Metal Type: Yellow GoldRing Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-05-04,TRUE,8,B075RFPQVV,5,I love these rings! I bought two and they are so sparkly in any kind of light! Such a fantastic price for a 2 carat band! I'm now wanting two more in white gold! I doubt you'll find a better ring for this price anywhere! The diamonds are alive with sparkle and that's what every woman wants in a diamond! Extremely happy with this purchase!,,,,,,,,,,,Sparkle galore!,https://www.amazon.com/gp/customer-reviews/R9GLEIKMI7CE8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B075RFWDBD,"Reviewed in the United States on May 4, 2020",christine a. mazalewsky,Metal Type: Yellow GoldRing Size: 9.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-09-09,TRUE,9,B075RFPQVV,5,I bought two of these lovely bands. The two carat weight is a really nice size - I had looked at the four and five carat size as well. They were just too big for my hand. But two carat side works great for me. The color and clarity of the stones makes this truly a great buy.,https://images-na.ssl-images-amazon.com/images/I/61LlbI9hUhL._SY88.jpg,,,,,,,,,5 people found this helpful,A great addition,https://www.amazon.com/gp/customer-reviews/R2C6764TU554YB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B075RFWDBD,"Reviewed in the United States on September 9, 2020",EllenEllen,Metal Type: Yellow GoldRing Size: 8
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2021-11-04,TRUE,10,B075RFPQVV,5,I love this ring it’s exactly what I wanted it is larger diamonds than I expected. I will prob order another one to go with it !,https://m.media-amazon.com/images/I/61PH+YStT6L._SY88.jpg,,,,,,,,,One person found this helpful,Love this ring,https://www.amazon.com/gp/customer-reviews/R2BC4GP1X5MN4B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B075RFWDBD,"Reviewed in the United States on November 4, 2021",Jane BotzenhartJane Botzenhart,Metal Type: Yellow GoldRing Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-05-23,TRUE,1,B0197DMTHM,5,The pictures of this ring can not do it justice!!! It's stunning and sparkles like a beautiful night sky!! I'm obsessed!!!,https://m.media-amazon.com/images/I/61zSj6yuj+L._SY88.jpg,,,,,,,,,,GORGEOUS,https://www.amazon.com/gp/customer-reviews/R1T5NECN88KHOL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00TIXOX94,"Reviewed in the United States on May 23, 2023",BrittneyBrittney,Ring Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-02-26,TRUE,2,B0197DMTHM,5,Love it all.,,,,,,,,,,,Beautiful,https://www.amazon.com/gp/customer-reviews/R1NW0VFQ41PP8L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00TIXOX94,"Reviewed in the United States on February 26, 2023",beth,Ring Size: 5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2021-10-02,TRUE,3,B0197DMTHM,5,"Gorgeous white and chocolate diamonds! Nice rose gold color. This ring is a really nice size, and wears more like a band ring. True to size. I just love this ring! As soon as I took it out of the box, I was delighted by how sparkly, and stunning it is. The shine and sparkle make it look like the much more expensive LeVian jewelry. I love it, and the price is on point. Definitely a stunner! I wear my jewelry daily, so I will report back about the plating since it seems that it wears off fast. Other than that it's gorgeous for the price!",https://m.media-amazon.com/images/I/61fKESdO7CL._SY88.jpg,https://m.media-amazon.com/images/I/71GUVonKkpL._SY88.jpg,,,,,,,,One person found this helpful,Beautiful and sparkly!,https://www.amazon.com/gp/customer-reviews/RV80UDJ3R6EK1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00TIXOX94,"Reviewed in the United States on October 2, 2021",chicmamachicmama,Ring Size: 9
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-02-22,TRUE,4,B0197DMTHM,5,"Beautiful Quality, love it. Thank you",,,,,,,,,,One person found this helpful,"Absolutely Beautiful, lovvvvve it. Thank you for such a great quality, it’s lovely",https://www.amazon.com/gp/customer-reviews/R1J8DVWZGQMVXV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00TIXOX94,"Reviewed in the United States on February 22, 2022",MoozNmore,Ring Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2017-03-11,TRUE,5,B0197DMTHM,3,"I received this ring as a mother's day gift, I did a review then. I love the ring perfect size, I have only wore it 3 or 4 times on special occasions. When I put it on the other day I noticed the rose gold color had wore off already. That made me a little disappointed that was so fast, still like the ring just not as attractive as before.",,,,,,,,,,12 people found this helpful,rose gold wore off fast,https://www.amazon.com/gp/customer-reviews/R2PREAM4WU6KUK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00TIXOX94,"Reviewed in the United States on March 11, 2017",lb,Ring Size: 9
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2017-07-26,TRUE,6,B0197DMTHM,5,"I thought this ring was gorgeous in the photo. It is far more than that. I have never been a ""colored diamond"" fan but this ring has changed my mind. It is stunning and is very dainty which is nice since my hands are small. I love this ring!",,,,,,,,,,2 people found this helpful,Gorgeous piece of jewelry,https://www.amazon.com/gp/customer-reviews/R2E2GJQXKE282K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00TIXOX94,"Reviewed in the United States on July 26, 2017",Carol Sprague,Ring Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2016-02-27,TRUE,7,B0197DMTHM,5,"My husband and I bought this ring for me for Valentine's Day. I've been lusting after $3,000 LeVian chocolate diamonds, then I saw this for $99 and decided to buy it to see if the colors go well with my skin! I love the ring and it has lovely, glittering diamonds. Very satisfied!",,,,,,,,,,13 people found this helpful,I love the ring and it has lovely,https://www.amazon.com/gp/customer-reviews/R3HWAINYO1AJ5S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00TIXOX94,"Reviewed in the United States on February 27, 2016",Susan L,Ring Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2018-10-15,TRUE,8,B0197DMTHM,5,It is gorgeous more than I expected I will definitely be buying more products off of you soon thank you it was for my 25th wedding anniversary,,,,,,,,,,One person found this helpful,Quality jewrey,https://www.amazon.com/gp/customer-reviews/R33ZA1XFQ91JP2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00TIXOX94,"Reviewed in the United States on October 15, 2018",Amazon Customer,Ring Size: 9
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2017-07-22,TRUE,9,B0197DMTHM,4,"Love this ring. It looks so much like a """"chocolate diamond"" that sells for thousands of dollars.",,,,,,,,,,2 people found this helpful,beautiful setting,https://www.amazon.com/gp/customer-reviews/RD1YGX8710CVF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00TIXOX94,"Reviewed in the United States on July 22, 2017",Merr,Ring Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-12-11,TRUE,10,B0197DMTHM,5,I love my beautiful ring. It it the perfect size 8. I have gotten so many compliments.,https://images-na.ssl-images-amazon.com/images/I/61I-oWracqL._SY88.jpg,,,,,,,,,One person found this helpful,It's so beautiful!,https://www.amazon.com/gp/customer-reviews/R17FU0Q42FDIJI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00TIXOX94,"Reviewed in the United States on December 11, 2019",Maureen LovejoyMaureen Lovejoy,Ring Size: 8
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-04-20,TRUE,1,B07JL4QJM8,5,"Was great shopping online during covid and it is a beautiful ring, fiancee gets compliments from strangers all the time. When it was time for the wedding band that matched it was a quick call and they were very helpful",,,,,,,,,,,Seemless trusted purchase,https://www.amazon.com/gp/customer-reviews/R2JNSU4QU8ZWLS?ASIN=B0C3846VPT,"Reviewed in the United States on April 20, 2023",Jeff H.,Color: White GoldRing Size: 9
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-03-15,TRUE,2,B07JL4QJM8,5,I am beyond grateful and so was she. Was beyond my expectations. Took to a jewelry store in my town to have it thoroughly looked at. He appraised it well above the sale price. I am so pleased! Thank you for the honesty and value. Would highly recommend purchasing from this company.AAAAA+,https://m.media-amazon.com/images/I/71U9WdJavaL._SY88.jpg,,,,,,,,,6 people found this helpful,Is the best purchase I’ve ever made!,https://www.amazon.com/gp/customer-reviews/R3N5CATBN0DETF?ASIN=B0C3846VPT,"Reviewed in the United States on March 15, 2023",laurentlaurent,Color: PlatinumRing Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-09-26,TRUE,3,B07JL4QJM8,5,I finally proposed to my girlfriend. After looking and looking for a ring. Took a chance and bought this ring. I was very satisfied when it arrived the next day. GIA certified diamond just as described. My girlfriend could not believe her eyes when she saw it. This thing is so beautiful and shiny. She gets so many compliments everytime we go out. I would not hesitate to buy more jewelry from Houston Diamond District !,https://m.media-amazon.com/images/I/51zrxFZUKBL._SY88.jpg,https://m.media-amazon.com/images/I/71grhYT6unL._SY88.jpg,,,,,,,,8 people found this helpful,Don't Hesitate !,https://www.amazon.com/gp/customer-reviews/R3VYYLHVNH8WB2?ASIN=B0C3846VPT,"Reviewed in the United States on September 26, 2022",Robert Robert,Color: White GoldRing Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2021-06-01,TRUE,4,B07JL4QJM8,4,"A side diamond fell out of the ring I purchased for my wife. The seller Houston Diamon District will not return any of my voicemails. There warranty covers side diamonds for a year. Really terrible customer service, if you value a warranty I would look somewhere else.UPDATE* I got through to a manager. Was told I would have to ship the ring to them via fed ex for repairs. They respect the warranty which is nice but I dont trust fed ex with a $4000 ring so I will be having it repaired locally and paying out of pocket.",,,,,,,,,,18 people found this helpful,"*Read Update* Defective ring, seller wont respond to my voicemails.",https://www.amazon.com/gp/customer-reviews/R3SFGYFFX581SY?ASIN=B0C3846VPT,"Reviewed in the United States on June 1, 2021",Taylor,Color: White GoldRing Size: 6.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-03-20,TRUE,5,B07JL4QJM8,5,"I purchased this ring for my Wife and we have been Married just over 50 yr's . We got married when we were very young and we had a wedding ring set that cost us under $100 dollars so you can imagine what the quality was ?This ring was what my wife should have had from the start but there were too many other things we needed with kids and such . I looked at many rings at stores near me and never saw a ring that was as nice as this one no matter how much they cost , my wife say's it is beautiful and that is what counts .",,,,,,,,,,35 people found this helpful,Beautiful !,https://www.amazon.com/gp/customer-reviews/R1TCA4Z9KHAHOP?ASIN=B0C3846VPT,"Reviewed in the United States on March 20, 2020",John W. Fry,Color: White GoldRing Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2020-06-02,TRUE,6,B07JL4QJM8,5,"Shopping for a ring is challenging...it is hard to know if a deal is good or not. I actually liked not having to feel pressured by a salesperson, who harped on the same benefits and features, but for $$$. My wife is overjoyed with what she calls the ""best gift ever."" Thus, I am a happy customer. The ring included the appraisal documentation (almost 3x higher than the cost of the ring--thus, in my mind, a sales gimmick), the usual ring box. Shipping was quick, and the tears of joy worth every penny.",,,,,,,,,,18 people found this helpful,What can I say--my wife loved it!,https://www.amazon.com/gp/customer-reviews/RH5XSSRKWS4JH?ASIN=B0C3846VPT,"Reviewed in the United States on June 2, 2020",Rod,Color: White GoldRing Size: 8
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2021-08-27,TRUE,7,B07JL4QJM8,5,"Called the company, and they were very friendly and easy to work with. I got the matching wedding band included with the engagement ring. Ring arrived the next day by FedEx.Surprised the wife on our anniversary, and she was speachless! She loves it!Great ring, great customer service! Thank you.",https://m.media-amazon.com/images/I/71NHrmsUX7L._SY88.jpg,,,,,,,,,11 people found this helpful,Excellent Ring! Great value. A+,https://www.amazon.com/gp/customer-reviews/R3C981X96HU9FE?ASIN=B0C3846VPT,"Reviewed in the United States on August 27, 2021",Heinz StitzvelvaHeinz Stitzvelva,Color: White GoldRing Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2021-05-04,TRUE,8,B07JL4QJM8,5,I couldn’t be happier. My husband ordered the 3 ct eternity band and the 2 ct princess cut. I think that the 2 ct eternity band would prob have matched it perfectly but I’m happy with my 3 ctWith it.Beautiful rings you won’t be disappointed.,https://images-na.ssl-images-amazon.com/images/I/71Ih8byHgvL._SY88.jpg,https://images-na.ssl-images-amazon.com/images/I/81rWhHRKo2L._SY88.jpg,,,,,,,,6 people found this helpful,You won’t be disappointed.,https://www.amazon.com/gp/customer-reviews/R7P676XY0QP86?ASIN=B0C3846VPT,"Reviewed in the United States on May 4, 2021",Amazon CustomerAmazon Customer,Color: White GoldRing Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2021-10-31,TRUE,9,B07JL4QJM8,5,"A beautiful ring!...she loves it!,best price I could find for a 2 tcw(1 caret solitaire),she loves the style and the clarity seems better than the rating!",,,,,,,,,,2 people found this helpful,A beautiful ring!....she loves it!,https://www.amazon.com/gp/customer-reviews/R12DS4HIQK31N6?ASIN=B0C3846VPT,"Reviewed in the United States on October 31, 2021",David S.,Color: White GoldRing Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2019-11-25,TRUE,10,B07JL4QJM8,5,I bought this ring for our tenth anniversary. My wife absolutely loves it. It replaced a ring that I bought her at Jared that was lost during a family vacation. The ring was more impressive than advertised. The carat weight was accurate and there were no inclusions visible to the naked eye. The ring shines beautifully and all the side diamonds come with a complete warranty.,,,,,,,,,,17 people found this helpful,A beautiful gift for my wife of ten years,https://www.amazon.com/gp/customer-reviews/R2RJ65PTCB8BDJ?ASIN=B0C3846VPT,"Reviewed in the United States on November 25, 2019",Darrico K Murray,Color: White GoldRing Size: 8
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-04-14,TRUE,1,B09GYB9F9Q,4,"Beautiful set, although the diamond was a bit too big.",,,,,,,,,,,Very brilliant!,https://www.amazon.com/gp/customer-reviews/R290CL9CBYU822/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09GYC4P4L,"Reviewed in the United States on April 14, 2023",Kevin R.,Ring Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-03-10,TRUE,2,B09GYB9F9Q,5,Absolutely love it and it fits amazing,,,,,,,,,,,LOVE IT,https://www.amazon.com/gp/customer-reviews/RSYI4YF8PUL3O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09GYC4P4L,"Reviewed in the United States on March 10, 2023",Amazon Customer,Ring Size: 5.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-03-06,TRUE,3,B09GYB9F9Q,5,De ve LINDO y llego rapido,,,,,,,,,,,Hermoso,https://www.amazon.com/gp/customer-reviews/R3BCXWKXM2WN2A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09GYC4P4L,"Reviewed in the United States on March 6, 2023",Clara Otero,Ring Size: 9
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-01-31,TRUE,4,B09GYB9F9Q,5,This set is gorgeous. Perfect. All stones are intact & craftsmanship is great! Would definitely recommend this pair.,https://m.media-amazon.com/images/I/611thTBWETL._SY88.jpg,https://m.media-amazon.com/images/I/711Zwwd2plL._SY88.jpg,https://m.media-amazon.com/images/I/71EZk3z7GAL._SY88.jpg,,,,,,,,Just what I wanted!,https://www.amazon.com/gp/customer-reviews/RXG60797QEER5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09GYC4P4L,"Reviewed in the United States on January 31, 2023",JessieJessie,Ring Size: 7.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-10-04,TRUE,5,B09GYB9F9Q,3,"I bought this ring when i lost the diamond in my ring and couldn't go without a ring for that long. You know how it is, when you feel it missing. I ended up wearing this on vacation and it was a perfect stand in until I got mine back. I have to say the color didn't stand up very well, it now has a pinkish tint. Overall it worked for what I needed it for.",,,,,,,,,,One person found this helpful,Temporary substitute...,https://www.amazon.com/gp/customer-reviews/RYTVJSXBYRXTV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09GYC4P4L,"Reviewed in the United States on October 4, 2022",Dale,Ring Size: 6.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-02-05,TRUE,6,B09GYB9F9Q,5,Love it. Thank youDefinatly going 5o be coming back for more peices!,https://m.media-amazon.com/images/I/51mjrlpQvmL._SY88.jpg,https://m.media-amazon.com/images/I/61-35tgm+oL._SY88.jpg,https://m.media-amazon.com/images/I/61y2ylszYsL._SY88.jpg,,,,,,,One person found this helpful,Pleasantly surpris3d.,https://www.amazon.com/gp/customer-reviews/R1WVOZAXRPUEUO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09GYC4P4L,"Reviewed in the United States on February 5, 2023",CharleneCharlene,Ring Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-01-23,TRUE,7,B09GYB9F9Q,4,"It’s a beautiful ring. It looks absolutely wonderful and it won’t tarnish or turn your finger green which is a plus. However, I would recommend getting a size up because it runs small. I’m normally a size 9/9.5 so when I received my 9.5, it was really tight and I had a hard time getting it off lol. I had to reorder it in a bigger size. But other than that it’s a perfect ring.",https://m.media-amazon.com/images/I/61xbjEuD1JL._SY88.jpg,,,,,,,,,3 people found this helpful,Just a tad too small! But beautiful,https://www.amazon.com/gp/customer-reviews/RKFDTQ8E6V1LD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09GYC4P4L,"Reviewed in the United States on January 23, 2022",BryBry,Ring Size: 10
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-04-01,TRUE,8,B09GYB9F9Q,4,I love this product I think it is great. It feels real and looks real. It is comfortable with very cool diamonds.I love this product!,,,,,,,,,,,It looks like real diamond,https://www.amazon.com/gp/customer-reviews/R2SW74L0O4N1RH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09GYC4P4L,"Reviewed in the United States on April 1, 2022",ray,Ring Size: 5.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-11-11,TRUE,9,B09GYB9F9Q,3,Too cheaply made,,,,,,,,,,,"It Is Really Nice, but too cheap for me",https://www.amazon.com/gp/customer-reviews/RJZLC5GDL6314/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09GYC4P4L,"Reviewed in the United States on November 11, 2022",Angelica Gonzalez,Ring Size: 5.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-09-20,TRUE,10,B09GYB9F9Q,5,For the price what can I say! Fits great! So far no fading/discoloration issues as ive had with others. I wash my hands frequently! I do take them off when washing dishes & showering.,,,,,,,,,,,So far so good,https://www.amazon.com/gp/customer-reviews/R34FPSVVJXGTKY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09GYC4P4L,"Reviewed in the United States on September 20, 2022",Bre Jones,Ring Size: 8.5
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-05-06,TRUE,1,B004JZXR1Q,5,Exactly as described. Makes a great gift,,,,,,,,,,,Beautiful,https://www.amazon.com/gp/customer-reviews/R3F2E1N9XXVI1J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C33VGSMT,"Reviewed in the United States on May 6, 2023",Marie Dalton,Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-04-14,TRUE,2,B004JZXR1Q,5,It's a shame she walked away.,,,,,,,,,,,Perfect fit,https://www.amazon.com/gp/customer-reviews/R16SJJ9A2DWP18/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C33VGSMT,"Reviewed in the United States on April 14, 2023",Pookie,Size: 7
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-03-18,TRUE,3,B004JZXR1Q,5,Ring fits perfectly. Is very comfortable. Looks stunning and keeps clean well. Don’t have to polish it. Definitely a great buy for the price,https://m.media-amazon.com/images/I/61oGSWKC4wL._SY88.jpg,,,,,,,,,,Lovely ring,https://www.amazon.com/gp/customer-reviews/R3NBETTJ8DEDZQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C33VGSMT,"Reviewed in the United States on March 18, 2023",Cameron BrownCameron Brown,Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-03-15,TRUE,4,B004JZXR1Q,5,Love the look fits good,,,,,,,,,,,Looks good fits goof,https://www.amazon.com/gp/customer-reviews/R1E1CRBN5ZMN2U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C33VGSMT,"Reviewed in the United States on March 15, 2023",Joseph Cotrone,Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-12-20,TRUE,5,B004JZXR1Q,5,"I was looking for an inexpensive ring that would service as a ""wedding ring"" after my husband passed away. My wedding ring was buried with him on 7/22/2021 per his request prior to death. I was getting tired of getting 'hit on' and answering questions about whether I was married or not. I finally found this ring and have not taken it off since I received it. It is a beautiful reminder of my wonderful 31 years with my husband and the love we have for each other while at the same time fending off unwanted attention.Beautiful ring.",,,,,,,,,,6 people found this helpful,I love this ring!,https://www.amazon.com/gp/customer-reviews/RRIPIA8M569BS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C33VGSMT,"Reviewed in the United States on December 20, 2022",Kat,Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-01-13,TRUE,6,B004JZXR1Q,5,"Perfect fit and better than expected!Great value for the money, and so comfortable! I don’t even realize I have it on! Lightweight, beautiful…what more could you ask for? I love the simplicity of it!",https://m.media-amazon.com/images/I/61vx2iyLEJL._SY88.jpg,,,,,,,,,One person found this helpful,Beautiful!,https://www.amazon.com/gp/customer-reviews/RDYIM3ITM0287/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C33VGSMT,"Reviewed in the United States on January 13, 2023",Sabrina StrongSabrina Strong,Size: 8
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-01-30,TRUE,7,B004JZXR1Q,5,"She is hard to fit, and hard to please. The quality is very fine, packaging was adequate, and delivery was prompt.",,,,,,,,,,One person found this helpful,She loves it!,https://www.amazon.com/gp/customer-reviews/R2ECL9VHSYNPY3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C33VGSMT,"Reviewed in the United States on January 30, 2023",John O'Connell,Size: 8
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-02-10,TRUE,8,B004JZXR1Q,5,It was nice,,,,,,,,,,,Nice prod,https://www.amazon.com/gp/customer-reviews/R3QTGFE1C07Y74/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C33VGSMT,"Reviewed in the United States on February 10, 2023",It looks grear,Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2023-01-18,TRUE,9,B004JZXR1Q,5,Very nice quality for the price. Kind of small but nice!,,,,,,,,,,,Cute little ring my wife loves!,https://www.amazon.com/gp/customer-reviews/R2ZPEJEF35RT09/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C33VGSMT,"Reviewed in the United States on January 18, 2023",FLTJ,Size: 6
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,United States,,2022-09-08,TRUE,10,B004JZXR1Q,4,This ring is well worth the price . It's a stunning piece. It goes well with every outfit she wears.,,,,,,,,,,,My other half loves this ring!,https://www.amazon.com/gp/customer-reviews/R20Q6679XTYFBM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C33VGSMT,"Reviewed in the United States on September 8, 2022",Lisa M Hazel,Size: 7
